label,ZCR,SC,RMSE,Chroma,Spectogram
0,0.03076171875,1460.7897934808143,0.028057504,0.020357411,0.00850758
0,0.0302734375,1407.9958813698745,0.044912152,0.42869166,0.24969123
0,0.037109375,1293.5368483999614,0.0072771916,0.09085498,0.23014972
0,0.00927734375,1306.5166430929416,0.067778,0.06351558,0.07770296
0,0.01708984375,1276.1298209220768,0.011207367,0.9591932,0.6475919
0,0.03076171875,1012.3575257657499,0.07558645,0.050263554,0.8608363
0,0.0458984375,2349.4458891596482,0.018200897,0.08765704,0.5735899
0,0.01806640625,1150.10590693809,0.06848923,0.014244749,0.1667068
0,0.01953125,1536.1914701168982,0.041785806,0.1866279,0.058432117
0,0.02392578125,1427.6368669346132,0.093301244,1.0,0.019063769
0,0.04736328125,1984.1930401717939,0.081753425,0.19598638,0.058711205
0,0.04736328125,1821.1865639938542,0.057365283,0.26461896,1.5655723
0,0.0537109375,1979.7724092777542,0.013508751,0.75611573,0.011927249
0,0.03857421875,1523.6837778046556,0.037964858,0.041314915,0.0098297
0,0.03125,1450.1768978862244,0.037014972,0.5673779,0.0025213785
0,0.0185546875,1243.3498512619378,0.013992143,0.54328275,0.020079156
0,0.02294921875,1898.1539844125484,0.05183254,0.07045169,0.037025925
0,0.01708984375,1161.8024032667643,0.009668971,0.16830593,0.0068966835
0,0.02587890625,1777.2639845556964,0.015327093,0.51298046,0.049546737
0,0.013671875,902.4293334749793,0.01438855,0.4439795,0.0071128183
0,0.0302734375,1383.2652978374433,0.09509638,0.036341377,0.058759786
0,0.05322265625,1562.530151183616,0.017597219,0.034025867,0.1481918
0,0.20361328125,4610.1748280486945,0.010688428,0.53991973,0.03174108
0,0.0302734375,1246.1872557717777,0.0055963327,0.04584274,0.008247511
0,0.02392578125,1385.969941420567,0.003712242,0.87476355,0.16509755
0,0.0166015625,1266.0745987613532,0.020200057,0.04269264,0.13349962
0,0.02783203125,1701.2172848309226,0.061774403,0.55992043,0.0070972773
0,0.0166015625,1043.4602930989572,0.028906602,0.11855834,0.060832996
0,0.01123046875,1166.176605590834,0.0086574815,0.3373216,0.005283172
0,0.04150390625,1187.607072247202,0.034426097,0.2194631,0.0014869033
0,0.02685546875,1572.4668430978784,0.0118503,0.15822503,0.007517099
0,0.0341796875,1367.5739495900077,0.009709679,0.17132097,0.0033438767
0,0.0234375,1294.242181376291,0.030900763,1.0,0.023337629
0,0.06201171875,2818.3003521413107,0.038334403,0.16439447,0.0011264879
0,0.04345703125,1656.1615887435748,0.03199742,0.2993094,0.0031741303
0,0.06689453125,3022.3364260472363,0.018036779,1.0,0.029147197
0,0.04541015625,2089.9920268990454,0.039169967,0.12946409,0.38202986
0,0.03857421875,1874.2390430492774,0.0013079914,0.41263473,1.0124231e-05
0,0.0576171875,1926.156478187991,0.11385267,0.14738649,0.03133434
0,0.19091796875,4909.644808208817,0.012390181,0.72929716,0.00036070705
0,0.0185546875,1299.7891012603898,0.045918096,0.62783134,0.048406478
0,0.03564453125,1780.4557829352518,0.0466665,0.43806273,5.239322e-05
0,0.0185546875,1211.621597932238,0.016616117,0.91969967,0.11247156
0,0.173828125,5939.236396027631,0.031734504,0.31809017,0.000536471
0,0.0185546875,1262.9519476907944,0.004649301,0.12505256,0.0021712861
0,0.02197265625,1032.8700293249717,0.033470813,0.4718311,0.055762548
0,0.15283203125,4252.553749130417,0.0050351135,0.04250908,0.029612321
0,0.0859375,2078.2821427395975,0.025431039,0.52077097,0.010652242
0,0.03857421875,2037.9438392054012,0.0013022714,0.42958957,0.00025140657
0,0.033203125,1260.2343920730946,0.01095666,1.0,0.00014843667
0,0.041015625,1466.1687859539616,0.020589814,0.613643,0.00043456623
0,0.1669921875,5480.066825468237,0.023940034,0.26020625,0.0006855768
0,0.0244140625,1495.468183524133,0.0375963,0.52166736,0.0055048238
0,0.0341796875,2100.3810841037903,0.12455227,0.0233489,0.12536916
0,0.04296875,1428.4065369548507,0.057385758,0.056874156,0.100763015
0,0.0322265625,1671.4704930263447,0.123679854,0.040287413,0.0064449483
0,0.041015625,1690.7230228718736,0.0727628,0.13155334,0.15337868
0,0.03271484375,1527.4269308144721,0.089891784,0.23001572,0.005327694
0,0.10986328125,4669.138648657667,0.007465835,0.72179216,0.02718819
0,0.0546875,2414.896177760421,0.019136624,0.8881561,0.00011218935
0,0.23291015625,5238.955076809723,0.017899644,0.19511722,0.015082136
0,0.05615234375,2484.713375308404,0.073812164,0.10322187,0.008869261
0,0.04150390625,2802.792291876646,0.013268436,0.38441953,0.042222627
0,0.03662109375,1698.1048151381456,0.070143804,0.32299832,0.018540932
0,0.01953125,1557.240816713042,0.024851413,0.15773156,0.020988232
0,0.0361328125,1485.2521618064643,0.03815947,0.13216248,0.055445146
0,0.0205078125,1274.0446771574875,0.02119124,1.0,1.1467829
0,0.02197265625,921.4686815831752,0.014906533,0.08289617,0.004745105
0,0.02783203125,1153.6328493773672,0.0052289516,0.50652355,0.0001765244
0,0.28857421875,6018.390770236147,0.033250608,0.7438454,0.0040048077
0,0.0439453125,1973.7984693634023,0.0011734497,0.56401855,6.220943e-05
0,0.2607421875,5704.735733283904,0.0038213874,0.6418723,7.0374124e-05
0,0.02294921875,1032.751039950224,0.05033082,1.0,1.2185483
0,0.01708984375,1284.4534563203993,0.006912799,0.38440883,0.00079501973
0,0.029296875,1612.3169834091123,0.0029466653,0.49240935,9.712145e-05
0,0.0205078125,1588.0015940516962,0.002025341,0.34325108,0.00042930216
0,0.05712890625,2691.3446186410274,0.0017483237,0.7525953,9.959517e-06
0,0.1044921875,4597.4990374883455,0.017200658,0.25837338,0.01390851
0,0.03564453125,1605.2580570795153,0.0017213742,0.036375288,1.7189855e-05
0,0.05322265625,2890.1098919078086,0.05323682,0.41048914,0.005351182
0,0.04296875,2548.711740615143,0.0064942604,0.20527852,0.0009375745
0,0.0390625,2234.0526236133724,0.0010375761,0.41431347,2.9201916e-05
0,0.03955078125,2382.8890314682344,0.024501989,0.107084826,0.058613505
0,0.02783203125,1285.4491579047071,0.030405883,0.28405404,0.0012019641
0,0.03564453125,1836.7354997515504,0.0014794117,0.57256156,9.8889555e-05
0,0.0556640625,2033.0350710372236,0.0033832397,0.72753584,0.00034600587
0,0.05126953125,1945.274175027645,0.023896525,0.277259,0.0002270798
0,0.064453125,2681.78791735666,0.0011366546,1.0,9.94375e-05
0,0.046875,2053.6801773641264,0.0020256604,0.31153306,0.00024483044
0,0.01318359375,1104.809826173359,0.016168667,0.15548393,0.00096373155
0,0.03466796875,1554.6800664010061,0.0642282,0.04979899,0.012955945
0,0.03125,1695.8742724188182,0.028533487,0.43397287,0.06367247
0,0.0166015625,1172.7353123861112,0.011565531,0.11851852,0.0012117769
0,0.0390625,1911.2236501266761,0.11198465,0.12763745,0.07360828
0,0.03564453125,2247.0538924068896,0.0699973,0.22519778,0.0033787957
0,0.02880859375,1602.7251467723004,0.018349823,0.060286902,0.024245951
0,0.0234375,1313.837170273413,0.006996722,0.025866859,0.022012953
0,0.0400390625,1533.8580377977462,0.0029502164,0.29497516,0.0003383328
0,0.03515625,1555.024209791672,0.008074231,0.6288865,0.00010688361
0,0.35498046875,7414.041580201051,0.013785579,1.0,0.09113526
0,0.033203125,1219.6176876196052,0.032856453,0.22134891,0.0002981254
0,0.03955078125,2257.4759980606214,0.0059584165,0.6678173,0.036606308
0,0.04150390625,1761.5014715881516,0.0013569691,0.25344312,3.2970907e-05
0,0.03369140625,1615.612992698464,0.0012800988,0.41143978,9.429117e-05
0,0.03857421875,1454.509484086076,0.030428141,0.06462456,0.004040938
0,0.029296875,1384.0730529432528,0.018427948,0.3096616,0.0034310834
0,0.0302734375,1438.8593407995857,0.0018007013,0.53758687,0.00034500178
0,0.2421875,5855.230151381708,0.00648888,0.6930562,0.00035025502
0,0.025390625,1721.8877286687814,0.0023347863,0.31778577,9.829041e-05
0,0.15087890625,2880.797009809661,0.014189559,0.33733422,0.09129228
0,0.03271484375,1227.8761558673086,0.058394138,0.23031743,0.013730252
0,0.02392578125,1056.4952769001927,0.002744948,0.07579632,0.012814106
0,0.03369140625,1859.68989292763,0.02900677,0.087254204,0.06145526
0,0.05078125,1697.3914308536832,0.015851041,0.19854249,0.0023520624
0,0.0458984375,1594.8623818983115,0.066359684,0.15237413,0.0008846955
0,0.0322265625,2027.2201352271263,0.0030056606,0.6083054,0.00076526677
0,0.01416015625,1308.061857553073,0.019676723,0.16232724,0.0026165722
0,0.017578125,1048.4956713326042,0.033812456,0.06129516,0.10893586
0,0.0478515625,2087.6699122678056,0.0008357252,0.60805386,1.732769e-05
0,0.03173828125,1727.067039834421,0.0011832062,0.5529554,3.2124743e-05
0,0.029296875,2025.8769023874775,0.07490448,0.016845353,0.15905821
1,0.01416015625,1327.3131170240636,0.015062166,0.090834305,0.0058071837
1,0.04541015625,1622.9642828628207,0.02293282,0.4690675,0.00051459536
1,0.03076171875,1606.7021448033113,0.018768828,1.0,0.007296402
1,0.029296875,1624.1974218039943,0.02215888,0.14128539,0.0017643947
1,0.03466796875,1212.6611078179412,0.03399565,0.19571365,0.0015949927
1,0.0244140625,1684.3059860507271,0.030340096,0.31164333,0.026503066
1,0.04736328125,2036.547260339878,0.036130823,0.43606532,0.0012381369
1,0.0400390625,1552.2739245484208,0.06022986,0.060922876,0.0019684478
1,0.0302734375,1521.502659555861,0.037867878,1.0,0.021912906
1,0.05126953125,1706.194338692539,0.03814458,0.12873763,0.002992937
1,0.0302734375,1071.737895777342,0.021712571,0.8828845,0.0023569926
1,0.02099609375,1389.9351846178606,0.02729974,0.17420194,0.054257095
1,0.0537109375,1638.4191581867253,0.0357804,0.7606451,0.002967435
1,0.068359375,2934.0544763461457,0.0015879946,0.4373524,0.00025745935
1,0.041015625,1815.3560893684469,0.037045844,0.37980366,0.0070859217
1,0.0517578125,1820.4251110194516,0.028469153,0.51376075,0.025082927
1,0.0107421875,1537.793660997565,0.015856497,0.06585787,0.009301128
1,0.04833984375,1859.367622113181,0.024836315,0.07089833,0.0037459475
1,0.02099609375,1077.0540272731673,0.031009346,0.86660045,0.0014510831
1,0.04345703125,1835.2685047769946,0.0062641855,1.0,0.00012994748
1,0.0546875,2168.643821971676,0.03435061,0.4973892,0.0069068386
1,0.06884765625,1770.17897162961,0.029389692,0.17974532,0.0067653917
1,0.06005859375,1909.459018619375,0.0431837,0.3980986,0.002877947
1,0.037109375,1544.6746448917547,0.02553993,0.049090523,0.006018485
1,0.05712890625,1786.7244562188635,0.01152738,0.29663324,0.003263389
1,0.015625,1243.4171284138679,0.01229936,0.054019764,0.0087095
1,0.03955078125,1568.024847187086,0.036381662,0.06161976,0.0018184503
1,0.02783203125,1421.2141121938794,0.017263005,0.10099792,0.0041227327
1,0.04443359375,2865.820978419715,0.0082899425,1.0,0.009278561
1,0.046875,1667.3410886257261,0.011190726,1.0,0.0059668454
1,0.02197265625,1297.17176735581,0.051822342,1.0,0.1337142
1,0.03271484375,1588.590020820796,0.005492048,0.20921412,0.007459176
1,0.0302734375,1025.4478398149515,0.017921139,0.045143686,0.031205615
1,0.02490234375,1303.8751316164767,0.04930999,1.0,0.013759635
1,0.0234375,1714.7234797498072,0.0045202193,0.35068697,0.008991135
1,0.03076171875,924.7298909755625,0.122138575,0.03430822,0.06795614
1,0.0244140625,939.4434792309131,0.018186195,1.0,0.0015346482
1,0.04150390625,1723.3406608507782,0.021461671,1.0,0.008585621
1,0.052734375,2380.339016520808,0.020088185,0.99382615,0.16218472
1,0.0166015625,1030.4303603736987,0.022715006,0.74936897,0.08615554
1,0.02294921875,1016.8186884167801,0.014328633,1.0,0.019443285
1,0.0224609375,1203.963362354912,0.016319916,1.0,0.012848062
1,0.0263671875,1227.200842560538,0.10596577,0.09872909,0.46478897
1,0.0380859375,1584.5911354665357,0.024095014,0.27357396,0.021025766
1,0.0361328125,2099.3924442018506,0.019045593,0.24687748,0.0013259006
1,0.033203125,1602.4242046181344,0.030489849,0.16491035,0.017504476
1,0.0693359375,2196.892988880191,0.028241968,0.3617941,0.0030770008
1,0.06787109375,2011.2633003676558,0.011836075,0.8145151,0.0011544911
1,0.0380859375,1410.4857918916096,0.033530667,0.541754,0.058613513
1,0.04248046875,1365.1868058885589,0.021956325,0.044093583,0.00026581303
1,0.02880859375,1568.5915212006228,0.011528526,0.24586506,0.0013117427
1,0.0595703125,2433.2840684428343,0.022715092,0.02411632,5.9880684e-05
1,0.0791015625,2065.974423661052,0.02954569,0.2705765,0.0022902912
1,0.0400390625,1407.2587350728281,0.016375992,0.02994633,0.005299964
1,0.0263671875,1063.1255418155972,0.056315392,0.09704061,0.518542
1,0.046875,1391.4600334255153,0.02298098,0.18195389,0.0050591934
1,0.03369140625,1833.6464135587635,0.043275118,0.030092537,0.00039750012
1,0.04443359375,1753.9141912604573,0.02728797,0.28917056,0.011947346
1,0.06005859375,1633.716281110162,0.026143199,0.034018643,0.04269211
1,0.04443359375,1697.5073432186146,0.02743067,0.067496315,0.001487621
1,0.03125,1277.948429516964,0.050885383,0.36900428,0.016817337
1,0.14404296875,3112.510030041815,0.006944031,0.8053274,0.0026872389
1,0.04931640625,1821.9778276627321,0.027021963,0.2392747,0.008649857
1,0.046875,1882.8424547082627,0.03254257,0.1339486,0.01500514
1,0.02001953125,1406.311483774979,0.05173428,0.04231569,0.078896366
1,0.02490234375,1245.3705179980848,0.017730165,0.14428933,0.012778063
1,0.04052734375,2504.5078375066323,0.00086635514,0.5307122,0.00019261465
1,0.072265625,2054.938369802616,0.015474882,0.6124552,0.0009981925
1,0.03955078125,1583.2601768042864,0.02621409,1.0,0.0019209834
1,0.04296875,1436.2425904271797,0.017203491,0.5976087,0.010909069
1,0.05029296875,1677.8595557702997,0.035699736,0.29268965,0.016716015
1,0.06884765625,2193.1397281692393,0.03518241,0.06686596,0.029545678
1,0.04296875,1560.315493546107,0.016146986,0.18262298,0.0057281894
1,0.05615234375,2299.5185390238794,0.032128476,0.3497509,0.001432516
1,0.02490234375,1262.1740119326118,0.019725861,0.2293229,0.0010382383
1,0.04931640625,1908.3913332096104,0.029410582,0.22264051,0.0015755623
1,0.072265625,1905.7828135361656,0.06312773,0.009743431,0.0010107906
1,0.0,0.0,0.0,0.0,0.0
1,0.0556640625,1770.233255370686,0.06936774,1.0,0.1446247
1,0.04931640625,1881.2519490033021,0.02865485,0.26294878,0.06201662
1,0.0302734375,1332.823333881256,0.012915547,0.7225326,0.003372189
1,0.05419921875,1353.9783640949345,0.035350155,0.06293627,0.006435671
1,0.02978515625,1572.0149037875158,0.05123289,0.07085106,0.00064626517
1,0.0400390625,1811.4801899890158,0.040918194,0.44280064,0.003380843
1,0.052734375,1868.5896387797543,0.00847614,0.15064539,0.012820656
1,0.0458984375,1630.666938552501,0.041540094,0.19461592,0.0023426935
1,0.03564453125,1385.970154187197,0.07399501,0.0037048135,0.010973021
1,0.05029296875,1742.51039567947,0.023889504,0.2952092,0.0037800134
1,0.044921875,1614.264100085331,0.024585463,0.104219265,0.0004562941
1,0.05517578125,2563.8217111940303,0.03127805,0.0042660977,0.002513648
1,0.05078125,2231.115816587327,0.03144809,0.017714543,0.0028790701
1,0.0751953125,2338.8959422020907,0.014410194,0.97494125,0.00012850136
1,0.05078125,2029.8181646647477,0.023265135,0.17331043,0.0004671269
1,0.0625,1965.1337883989383,0.020219952,0.5366264,0.0008857099
1,0.05322265625,2112.5303229192173,0.042642374,0.2414974,0.004410434
1,0.0244140625,1560.9012966596376,0.02445829,0.26483545,0.03633549
1,0.037109375,1757.519511083768,0.023744341,0.11946716,0.0033245836
1,0.02880859375,1510.201226128438,0.03721007,0.08448971,0.0029912817
1,0.056640625,1726.7005360674036,0.01005668,1.0,0.00017855616
1,0.03271484375,1592.43246791627,0.006412027,0.4990302,0.0003424334
1,0.0615234375,1919.8019206676,0.012021912,0.097976506,6.1026243e-05
1,0.046875,1900.3413785342964,0.026044518,0.5133443,0.010480614
1,0.05322265625,1626.3043567354812,0.021778546,0.6016841,0.085511886
1,0.05322265625,1793.6510537717008,0.02597641,0.673139,0.0036628596
1,0.0615234375,2139.277196459674,0.005073043,0.97724175,0.00013758439
1,0.05126953125,1867.2247160611068,0.034435295,0.09488915,0.0033943178
1,0.0634765625,1767.5366470930476,0.01877875,0.9124619,0.013764911
1,0.03173828125,1234.2060708754282,0.024745565,1.0,0.026497532
1,0.0703125,2279.058120401619,0.015554198,0.6195311,0.010188569
1,0.0244140625,1515.9164297840307,0.041863605,1.0,0.0038031326
1,0.02685546875,1810.0745953349258,0.016577527,0.066946395,0.05639288
1,0.0400390625,1771.408057783787,0.018631287,0.7362993,0.3910376
1,0.07080078125,2056.5393930335426,0.032463774,0.32512555,0.004672661
1,0.06982421875,2054.3842263687197,0.029711675,0.6130405,0.0065220795
1,0.01806640625,1008.4786066455376,0.042668458,0.8957414,0.03273137
1,0.0654296875,2000.4065213532158,0.0020314043,0.6180584,0.00015590941
1,0.0625,1956.8365405855534,0.01640877,0.8444434,0.00012980856
1,0.041015625,1872.2688134662208,0.02885881,0.0852432,0.004445835
1,0.03076171875,1537.4813734363565,0.012888378,0.58122134,0.002169785
1,0.05322265625,1937.8550663356186,0.017600065,0.27314064,0.013849733
1,0.02685546875,1571.405290957344,0.016386239,0.42368537,0.14203747
1,0.0380859375,2000.7934557573358,0.03435138,0.25779983,0.7060337
1,0.02685546875,1164.3136479146785,0.033159077,0.4723626,0.99730617
1,0.03955078125,1501.2039447074671,0.010902718,0.18701471,0.005595138
1,0.09423828125,3495.7005255885456,0.010093763,0.20134293,0.13329908
1,0.04052734375,2103.7902365915625,0.029577121,0.11208371,0.024551818
1,0.0390625,1754.4403859609035,0.013913571,0.17038102,0.001893064
1,0.0673828125,2003.036639280438,0.019219663,0.3752307,0.0008508563
1,0.04345703125,1959.9764860140413,0.0034560922,0.2659308,0.0021428482
1,0.05419921875,2074.649172666005,0.009966871,1.0,0.0016554557
1,0.0087890625,1179.9067016521665,0.0073263827,0.027430668,0.0010523081
1,0.06689453125,2118.620217545309,0.023521366,0.2636894,0.002611487
1,0.0771484375,2302.0251012606695,0.03416061,0.406796,0.007496695
2,0.03076171875,940.7777374420225,0.01886468,0.23733895,0.029718611
2,0.0166015625,1479.6275667478706,0.14206296,0.017216772,0.50723684
2,0.017578125,748.1449481929649,0.01605901,0.3740592,0.018165715
2,0.0234375,854.3033157326973,0.024704417,0.19273041,0.04485455
2,0.0263671875,1301.9158389424451,0.03774595,0.06467444,0.21176384
2,0.1943359375,5425.750132097465,0.01366678,0.19316049,0.0036029636
2,0.01513671875,1588.5089786163103,0.012895319,0.36487648,0.2238971
2,0.03076171875,1295.8629068934874,0.019271292,0.013006613,0.017735071
2,0.01708984375,1122.581829503343,0.016885355,0.08285049,0.20558937
2,0.02685546875,979.5374003443494,0.0708678,0.038392838,0.02716475
2,0.02294921875,865.7049348553319,0.04812257,0.1127326,0.14317958
2,0.0205078125,891.8205442649039,0.02945828,0.06512669,0.008030882
2,0.22021484375,5156.295496919347,0.0054878523,0.18450923,0.00068429776
2,0.05712890625,2342.5915100788447,0.035993505,0.4925417,0.016866628
2,0.02099609375,1078.7249189514425,0.018561015,0.6867181,0.015671086
2,0.0224609375,1127.2492952021207,0.025130095,0.13888969,0.03709433
2,0.03076171875,1216.5900790373994,0.03257043,0.045390688,0.09118083
2,0.00927734375,1027.288974097918,0.04181275,0.1276623,0.24071431
2,0.02734375,1165.9112148931738,0.02590666,0.062488515,0.00626896
2,0.06005859375,2908.90161699703,0.019575894,0.32495448,0.05001406
2,0.02734375,1186.426819945843,0.07923257,0.06002567,0.06834037
2,0.0283203125,1525.944902365889,0.06271019,0.033889033,0.16218644
2,0.025390625,1096.118160170703,0.025151426,0.60609716,0.06426116
2,0.0234375,886.0617869383904,0.054363113,0.30691862,0.13395011
2,0.0283203125,1513.640316838528,0.027227957,1.0,0.003719505
2,0.02099609375,1128.9509845224213,0.021381091,0.16890031,0.004913505
2,0.04052734375,1833.3230971595847,0.06633028,0.06956002,0.077764444
2,0.0283203125,869.4658689914156,0.031183964,0.18611915,0.07959719
2,0.033203125,1350.6016510602647,0.007846334,0.97062725,0.006080764
2,0.0205078125,1052.2636317167144,0.074366495,0.3131546,0.011682139
2,0.03173828125,1531.2526671104513,0.045824245,0.034349926,0.24686356
2,0.029296875,1134.8206611599392,0.035014264,0.37933657,0.030206062
2,0.03173828125,1605.2012074541324,0.017140977,1.0,0.02206009
2,0.02392578125,1931.4717333074118,0.09413036,1.0,0.03459497
2,0.01904296875,1831.4389358355343,0.045900963,0.07062719,0.013686848
2,0.0478515625,1700.9631012896812,0.025952298,1.0,0.043334074
2,0.02880859375,1246.265358326692,0.028934097,0.13998464,0.030766297
2,0.0263671875,962.9778817266131,0.056894295,0.032396145,0.01774288
2,0.04541015625,2006.935572772106,0.031626977,0.37827012,0.03873064
2,0.02392578125,1688.6455869753893,0.04219519,1.0,0.031911127
2,0.01123046875,1345.070286654252,0.06016557,0.039418615,0.250325
2,0.0341796875,1715.4011272582875,0.04158043,0.15437219,0.42324924
2,0.04638671875,2075.6508955489203,0.0067552845,0.20650311,0.0049765063
2,0.01708984375,1568.6488394368535,0.011367809,0.38895598,0.006446729
2,0.02099609375,1310.884054219796,0.009313378,0.06391891,0.010682866
2,0.0126953125,794.6541279447611,0.037033882,0.03758281,0.06370641
2,0.033203125,1259.3885502060255,0.00929884,0.648166,0.002225485
2,0.0380859375,1247.2565729706355,0.17287992,0.0135714905,0.75302225
2,0.02978515625,1718.8019394579542,0.05271251,0.45300224,0.08774712
2,0.01220703125,950.309397159155,0.033364903,1.0,0.029569015
2,0.02392578125,1147.5490623232934,0.08282441,1.0,0.27583364
2,0.03173828125,2564.854011262662,0.031865392,0.14981931,0.3225024
2,0.02734375,1463.425073522742,0.020223897,0.40064564,0.04801106
2,0.025390625,1945.309366954775,0.0052364925,0.28860307,0.0139781
2,0.03173828125,1949.4400252184619,0.021226471,0.23918882,0.027479239
2,0.02587890625,1538.3592981521024,0.013299096,0.44329178,0.12326429
2,0.0078125,1036.1654340362304,0.024621297,0.5058316,0.11096428
2,0.060546875,1601.8702680918705,0.022549063,0.060692724,0.0009906567
2,0.0126953125,1299.0848012789188,0.05299984,0.12871414,0.049290735
2,0.01904296875,1526.9192537056792,0.0052620135,0.3742363,0.013260568
2,0.03955078125,1557.7605418571281,0.045069564,0.45485196,0.01882175
2,0.02392578125,1693.0411465443362,0.006971669,0.39336467,0.011329584
2,0.02734375,1173.300217712674,0.026380757,1.0,0.0546553
2,0.04150390625,2628.759663235197,0.021148887,0.3555071,0.0062526544
2,0.01904296875,1147.5659236059441,0.03158258,0.10161726,0.21085608
2,0.0,0.0,0.0,0.0,0.0
2,0.03369140625,1228.704485557436,0.016318578,0.0639279,0.004772965
2,0.01025390625,1496.5970144584535,0.05437098,0.09815071,0.03998566
2,0.072265625,3584.032263814852,0.0119481,0.92227113,0.022287674
2,0.0302734375,1901.8205890042195,0.008695835,0.3359263,0.003388492
2,0.03125,2127.3765803824526,0.014577405,0.31696665,0.02849269
2,0.02880859375,1105.4613361558709,0.047485586,0.17603496,0.35724428
2,0.0234375,1155.5694539309827,0.06788335,0.04801256,0.80505276
2,0.0625,1312.8445534268953,0.035860315,0.11223229,0.105778426
2,0.029296875,2041.9961904792126,0.010988681,1.0,0.012322134
2,0.01806640625,1103.7029717372607,0.13443343,0.0063634003,0.27040938
2,0.0302734375,2329.6868209809254,0.012870615,0.07969225,0.009364772
2,0.02001953125,769.0015575331738,0.02614557,0.5151805,0.01678925
2,0.02392578125,1455.319622280169,0.1453056,0.8538642,0.40676185
2,0.01220703125,1591.8976965959791,0.05037706,0.5277538,0.25047642
2,0.0390625,1669.8654719212532,0.08776724,0.14085874,0.06195321
2,0.0283203125,1047.3677785968073,0.057364747,0.042749837,0.027331622
2,0.02685546875,1144.27645174561,0.06996568,0.019905526,0.38949195
2,0.03564453125,1692.0820029815652,0.032752924,0.859712,0.03148421
2,0.0322265625,1484.3792661590712,0.028143229,0.13198276,0.095698796
2,0.01513671875,1576.4349697977934,0.027865788,0.02338416,0.015460951
2,0.03271484375,1365.8372908217825,0.048333578,0.054028552,1.0920146
2,0.02685546875,1339.0636524518147,0.015121645,0.24990381,0.008069418
2,0.06103515625,2476.89137539632,0.0076066703,0.7065472,0.0026231203
2,0.01708984375,1330.9007176288746,0.042847432,0.078838326,0.025225908
2,0.10302734375,3901.5898647283293,0.0024636914,0.28665113,0.0008563911
